price_per_m,coors
171052.63157894736,"37.460664,55.702378"
194339.62264150943,"37.591126,55.858684999999994"
141447.36842105264,"37.564419,55.859898"
285714.28571428574,"37.623870000000004,55.820919999999994"
329411.76470588235,"37.524094,55.785720999999995"
200000.0,"37.586059000000006,55.669011"
200000.0,"37.586059000000006,55.669011"
161300.0,"37.706353,55.622766000000006"
162000.0,"37.688431,55.679072"
87500.0,"37.548865,55.925022999999996"
988024.0,"37.576043,55.727217"
216666.66666666666,"37.477022,55.64589300000001"
120000.0,"37.514733,55.523825"
155000.0,"37.809453000000005,55.816782999999994"
182430.99236641222,"37.739990999999996,55.729383999999996"
104679.80295566501,"37.564114000000004,55.50574"
108196.72131147541,"37.796669,56.006789000000005"
548253.5575679173,"37.617292,55.722905000000004"
585714.2857142857,"37.631541,55.764368999999995"
200000.0,"37.495231,55.840912"
185294.11764705883,"37.659515,55.83429"
152030.4568527919,"37.607942,55.87044"
748299.3197278911,"37.622333000000005,55.766491"
148535.56485355648,"37.498168,55.787442000000006"
477205.8823529412,"37.552732,55.691516"
203737.5,"37.513296000000004,55.806059"
114736.13223140496,"37.371863,55.859549"
155206.28683693518,"37.583769000000004,55.566155"
155807.3654390935,"37.75417,55.744404"
211111.11111111112,"37.615821000000004,55.872758"
134210.52631578947,"37.551609,55.542793"
178750.0,"37.804988,55.695925"
500000.0,"37.480031,55.834765000000004"
180327.868852459,"37.536535,55.839622999999996"
174528.30188679244,"37.580894,55.50909"
741071.4285714285,"37.618569,55.722142000000005"
221153.84615384616,"37.533634,55.728353000000006"
178191.48936170212,"37.675109,55.73171800000001"
175675.67567567568,"37.598115,55.59405600000001"
196875.0,"37.648277,55.68319399999999"
606666.6666666666,"37.567285,55.767139"
154738.09523809524,"37.651035,55.852121999999994"
1021787.4100719425,"37.649552,55.757212"
192105.26315789475,"37.655131,55.888367"
169696.9696969697,"37.401761,55.813389"
166666.66666666666,"37.612254,55.696073"
265000.0,"37.580202,55.79357099999999"
265000.0,"37.580202,55.79357099999999"
315000.0,"37.648183,55.811765"
163461.53846153847,"37.903192,55.72346999999999"
157692.3076923077,"37.348374,55.850894"
106100.0,"37.483912,55.54265"
130754.71698113208,"37.523321,55.86107"
178774.8344370861,"37.697603,55.817668000000005"
150000.0,"37.515685,55.604142"
241438.35616438356,"37.662228000000006,55.832889"
205454.54545454544,"37.671669,55.733112"
182857.14285714287,"37.526573,55.817856000000006"
243750.0,"37.387442,55.883176"
265000.0,"37.518147,55.681681000000005"
180952.38095238095,"37.598690000000005,55.637190000000004"
612411.5702479339,"37.60779,55.765037"
109000.0,"37.388906,55.642677"
299333.3333333333,"37.687839000000004,55.773773"
236607.14285714287,"37.555714,55.777944999999995"
649690.7789473684,"37.538458,55.747226"
231463.41463414635,"37.642644,55.814927000000004"
177142.85714285713,"37.792043,55.791202"
217717.71771771772,"37.678837,55.786455000000004"
204285.7142857143,"37.690236999999996,55.690187"
126984.12698412698,"37.665686,55.606416"
192307.6923076923,"37.828075,55.723094999999994"
150640.0,"37.739990999999996,55.729383999999996"
134094.11764705883,"37.540954,55.880464"
154966.88741721853,"37.734846999999995,55.695285999999996"
122889.3058161351,"37.832260999999995,55.776016000000006"
400000.0,"37.583185,55.767731999999995"
125806.45161290323,"37.341421000000004,55.650439"
183750.0,"37.708635,55.883191000000004"
137850.46728971964,"37.405857,55.723440000000004"
988024.0,"37.617474,55.786703"
114750.0,"37.388906,55.642677"
150769.23076923078,"37.759713,55.803702"
141025.64102564103,"37.562937,55.889826"
145714.2857142857,"37.719916999999995,55.600083999999995"
156756.75675675675,"37.757081,55.651495999999995"
255360.62378167643,"37.564293,55.672174"
180434.78260869565,"37.541072,55.63513199999999"
156857.14285714287,"37.534155,55.841640000000005"
200000.0,"37.588341,55.661080000000005"
164062.5,"37.511939,55.630095999999995"
137254.9019607843,"37.499128999999996,55.866758"
206578.94736842104,"37.710889,55.799769999999995"
173333.33333333334,"37.759183,55.747738"
180208.33333333334,"37.541072,55.63513199999999"
121794.8717948718,"37.841594,55.701262"
125000.0,"37.892223,55.722598"
206451.61290322582,"37.478828,55.737730000000006"
249983.33333333334,"37.591934,55.653934"
259523.80952380953,"37.596543,55.688025"
295000.0,"37.542958,55.80664599999999"
421052.63157894736,"37.450845,55.807981999999996"
176470.58823529413,"37.515425,55.818023"
151162.7906976744,"37.611599,55.654771999999994"
217948.71794871794,"37.575361,55.671071999999995"
117391.30434782608,"37.658561999999996,55.576177"
413223.14049586776,"37.478908000000004,55.718973"
550756.6216216217,"37.539078,55.747115"
133823.5294117647,"37.828119,55.812175"
190625.0,"37.693345,55.689161999999996"
512195.1219512195,"37.592976,55.761492000000004"
152968.03652968036,"37.784397999999996,55.800327"
305454.54545454547,"37.510439,55.66121700000001"
212871.28712871287,"37.592752000000004,55.86235799999999"
196875.0,"37.615578,55.600938"
129629.62962962964,"37.490990999999994,55.88514"
135245.90163934426,"37.669297,55.580991000000004"
194047.61904761905,"37.613269,55.716316000000006"
155000.0,"37.422377000000004,55.723841"
894949.2753623188,"37.574067,55.730426"
274000.0,"37.642132000000004,55.774305000000005"
155172.41379310345,"37.705436999999996,55.744890000000005"
88888.88888888889,"37.876009,55.701232"
241697.3248407643,"37.526531,55.795407"
460427.850877193,"37.451267,55.781337"
600000.0,"37.447548,55.757805000000005"
178970.91722595078,"37.737794,55.603821999999994"
148666.66666666666,"37.528118,55.634176000000004"
150684.9315068493,"37.718094,55.812226"
1164383.5616438356,"37.513816999999996,55.668853000000006"
87234.0425531915,"37.180623,55.317747999999995"
216650.0,"37.631423999999996,55.789315"
96534.65346534654,"37.325503000000005,55.495185"
95008.63557858377,"37.325503000000005,55.495185"
180256.41025641025,"37.641917,55.679889"
119565.21739130435,"37.578612,55.650434"
239999.99999999997,"37.545389,55.755518"
186458.33333333334,"37.664698,55.82918299999999"
385964.91228070174,"37.519539,55.735595999999994"
234439.83402489626,"37.576825,55.70653299999999"
247560.9756097561,"37.503648,55.693206"
151111.11111111112,"37.496623,55.86676800000001"
164109.5890410959,"37.728568,55.806373"
553409.0909090909,"37.558391,55.722588"
590789.4736842106,"37.618569,55.722142000000005"
384995.06416584406,"37.627885,55.767539"
230769.23076923078,"37.498662,55.694205000000004"
172413.7931034483,"37.489338000000004,55.791596999999996"
378787.8787878788,"37.531029,55.738688"
617515.0,"37.636617,55.784238"
163157.8947368421,"37.661689,55.858543999999995"
250000.0,"37.631496000000006,55.717411"
120000.0,"37.73659,55.721904"
1119670.054945055,"37.577139,55.766916"
176068.37606837606,"37.433840000000004,55.861722"
865307.643312102,"37.619926,55.733361"
164102.5641025641,"37.696498,55.622365"
158695.65217391305,"37.403603000000004,55.7355"
162352.9411764706,"37.728353000000006,55.814937"
185714.2857142857,"37.660385999999995,55.851975"
141210.37463976943,"37.560664,55.871602"
163000.0,"37.488465999999995,55.62109399999999"
793650.7936507936,"37.591755,55.743086"
125000.0,"37.549184000000004,55.546082999999996"
171666.66666666666,"37.514715,55.637774"
138554.2168674699,"37.386077,55.838035999999995"
235135.13513513515,"37.664662,55.790848"
1029191.6666666666,"37.577560999999996,55.749632999999996"
423214.28571428574,"37.590982000000004,55.74449"
140000.0,"37.813297,55.699146999999996"
186956.52173913043,"37.386705,55.892157999999995"
255000.0,"37.636958,55.848326"
127272.72727272728,"37.478881,55.56533"
157068.06282722513,"37.462236,55.714805000000005"
269000.0,"37.417769,55.769955"
275000.0,"37.611670000000004,55.724287"
174400.0,"37.591374,55.803318000000004"
185300.0,"37.591374,55.803318000000004"
192800.0,"37.591374,55.803318000000004"
185300.0,"37.591374,55.803318000000004"
184900.0,"37.591374,55.803318000000004"
132812.5,"37.767843,55.828025"
178100.26385224276,"37.610915999999996,55.86176700000001"
210521.9512195122,"37.699463,55.751503"
207638.88888888888,"37.643552,55.812872999999996"
236363.63636363635,"37.695347999999996,55.677158999999996"
282761.19402985077,"37.423482,55.806808"
703643.3121019108,"37.573267,55.725564"
185304.0,"37.635363,55.699585"
177454.0,"37.635363,55.699585"
704096.1538461539,"37.573267,55.725564"
162337.66233766233,"37.407429,55.710575"
173000.0,"37.478414,55.863631000000005"
171829.26829268291,"37.443973,55.675798"
151666.66666666666,"37.443973,55.675798"
161789.47368421053,"37.443811,55.675676"
333333.3333333333,"37.646839,55.76276800000001"
220779.22077922078,"37.675127,55.746506999999994"
165789.47368421053,"37.592715999999996,55.590114"
875000.0,"37.621596999999994,55.77490699999999"
200000.0,"37.554303999999995,55.843646"
156000.0,"37.509541,55.629577000000005"
73134.32835820895,"37.338502000000005,55.553406"
175038.05175038052,"37.669333,55.728373"
192187.5,"37.742016,55.783539000000005"
610025.8434399117,"37.625073,55.767483999999996"
165000.0,"37.509532,55.853218000000005"
178988.32684824904,"37.761438,55.657768000000004"
655172.4137931034,"37.473042,55.652196999999994"
467615.0121065376,"37.565174,55.673818000000004"
147710.48744460856,"37.590659,55.804066000000006"
178035.58303886926,"37.425203,55.718188"
130909.09090909091,"37.400719,55.713922"
123529.41176470589,"37.922335,55.704995999999994"
331360.94674556213,"37.413403,55.803712"
248214.2857142857,"37.429223,55.739939"
175757.57575757575,"37.591521,55.667442"
449226.95035460993,"37.573079,55.728652000000004"
274647.88732394367,"37.51335,55.804086"
196046.12850082372,"37.741818,55.781555000000004"
165899.9716713881,"37.655769,55.833572"
165899.9716713881,"37.663413,55.83294"
165899.9716713881,"37.663413,55.83294"
579710.1449275363,"37.609792999999996,55.782922"
937251.7346053773,"37.598959,55.791289"
165899.9716713881,"37.655769,55.833572"
318936.2574257426,"37.635363,55.699585"
182558.13953488372,"37.716971,55.729969999999994"
213294.4420289855,"37.657889000000004,55.834376"
161538.46153846153,"37.857557,55.697478000000004"
424706.8965517241,"37.636112,55.746338"
150000.0,"37.705185,55.868415"
107000.0,"37.93351,55.701039"
445796.178343949,"37.572306,55.704919999999994"
145161.29032258064,"37.604044,55.872329"
155714.2857142857,"37.586006,55.618679"
487963.5675675676,"37.633598,55.766101"
113000.0,"37.93351,55.701039"
327586.2068965517,"37.424713,55.74827"
236363.63636363635,"37.652175,55.726969"
196720.25815217392,"37.635363,55.699585"
435714.28571428574,"37.498564,55.711661"
450450.4504504505,"37.500953,55.71304"
490909.0909090909,"37.499390000000005,55.712127"
217142.85714285713,"37.513758,55.761213"
335000.0,"37.580894,55.781626"
385000.0,"37.580894,55.781626"
452830.1886792453,"37.500953,55.71304"
352631.5789473684,"37.498564,55.711661"
489493.5975609756,"37.498564,55.711661"
151515.15151515152,"37.549768,55.60948199999999"
177611.94029850746,"37.803317,55.744191"
131528.04642166343,"37.593498,55.598863"
1475860.8494382023,"37.599319,55.763493000000004"
153465.34653465345,"37.818884999999995,55.721818000000006"
331325.3012048193,"37.528127000000005,55.78321"
183720.93023255814,"37.749463,55.717452"
146391.7525773196,"37.76813,55.704508999999995"
95090.73170731707,"37.455622999999996,55.592524"
530000.0,"37.618399,55.775251000000004"
534387.9846153846,"37.636796000000004,55.769676000000004"
304000.0,"37.493183,55.70409300000001"
175000.0,"37.653927,55.881772999999995"
142622.95081967214,"37.580346,55.577068000000004"
555763.5,"37.477624,55.71883100000001"
216666.66666666666,"37.731874,55.780087"
368810.3115942029,"37.643865999999996,55.73085699999999"
148979.5918367347,"37.739761,55.71883100000001"
137735.84905660377,"37.586696999999994,55.604442000000006"
107849.29356357927,"37.927841,55.700354000000004"
500000.0,"37.678540999999996,55.788424"
141666.66666666666,"37.538691,55.867243"
74675.32467532468,"37.4508,55.533241000000004"
452991.452991453,"37.676286,55.736143000000006"
250000.0,"37.560377,55.658682999999996"
529914.5299145299,"37.597989,55.754775"
250000.0,"37.560377,55.658682999999996"
1307186.7061812025,"37.585763,55.742853000000004"
158878.5046728972,"37.351384,55.83021"
124468.08510638298,"37.365406,55.59395"
141507.57159221076,"37.540954,55.880464"
219217.0,"37.600181,55.654701"
208333.33333333334,"37.686231,55.683356"
154000.0,"37.754386,55.616036"
97517.82449725777,"37.417318,55.633345"
135593.22033898305,"37.401402000000004,55.721985"
186289.12071535023,"37.68023,55.73184499999999"
246501.5988372093,"37.526847,55.795572"
273000.0,"37.658208,55.770874"
264893.6170212766,"37.56317,55.73699499999999"
166666.66666666666,"37.74675,55.700745"
281140.88983050844,"37.697469,55.784066"
217272.72727272726,"37.766046,55.65541700000001"
122033.89830508475,"37.314112,55.62570899999999"
174666.66666666666,"37.48534,55.76289499999999"
290841.58415841585,"37.567482,55.766622999999996"
148684.2105263158,"37.627885,55.87378399999999"
139534.88372093023,"37.732557,55.81101700000001"
183333.33333333334,"37.447835999999995,55.849125"
251428.57142857142,"37.556783,55.779180000000004"
82932.52032520325,"37.653976,55.604896"
205333.33333333334,"37.531791999999996,55.778639"
140625.0,"37.570221999999994,55.5718"
181275.82524271845,"37.512353000000004,55.76084399999999"
169622.64150943398,"37.801978999999996,55.81246899999999"
2200000.0,"37.580661,55.753311"
1291534.6405228758,"37.596534000000005,55.763503"
2470060.0,"37.596264,55.742514"
144354.83870967742,"37.741935,55.790615"
144444.44444444444,"37.518353000000005,55.820764000000004"
492222.1014492754,"37.478019,55.719313"
144230.76923076922,"37.697873,55.638287"
170588.23529411765,"37.724175,55.804354000000004"
163620.6896551724,"37.744307,55.702592"
212727.27272727274,"37.432609,55.738448999999996"
322727.2727272727,"37.663252,55.739316"
214285.7142857143,"37.574031,55.79565600000001"
264494.62558502343,"37.635363,55.699585"
270370.3703703704,"37.636706,55.800438"
295608.1081081081,"37.464886,55.785078000000006"
264366.22656886716,"37.635363,55.699585"
260187.99813780258,"37.635363,55.699585"
230231.10486891386,"37.635363,55.699585"
264453.2680250784,"37.635363,55.699585"
332000.4704944178,"37.635363,55.699585"
269300.0,"37.421668,55.743254"
132894.73684210525,"37.774481,55.641493000000004"
192052.63157894736,"37.580256,55.66289200000001"
197530.86419753087,"37.535403,55.608816000000004"
2099550.999206979,"37.588341,55.742164"
157342.65734265733,"37.799149,55.81815400000001"
649350.6493506493,"37.60196,55.74385699999999"
154160.0,"37.578094,55.849594999999994"
193750.0,"37.501618,55.830275"
148717.94871794872,"37.746903,55.62269499999999"
184210.52631578947,"37.668749,55.638872"
2037799.4992175275,"37.588341,55.742164"
175000.0,"37.417320000000004,55.846426"
107600.0,"37.414769,55.618842"
305785.12396694213,"37.545294,55.806241"
208333.32107843139,"37.553046,55.756462"
267123.2876712329,"37.818957,55.790879000000004"
190000.0,"37.640327,55.852592"
160615.25773195876,"37.739181,55.728857"
161538.46153846153,"37.472414,55.631686"
476190.4761904762,"37.598546,55.767914000000005"
1043478.2608695652,"37.589822999999996,55.744865000000004"
464285.71428571426,"37.59833,55.768243000000005"
135714.2857142857,"37.559290000000004,55.876546"
138333.33333333334,"37.426536999999996,55.728398"
1111527.0,"37.605508,55.739732"
292970.8443271768,"37.569575,55.78943100000001"
296203.18,"37.569575,55.78943100000001"
254208.4014423077,"37.569575,55.78943100000001"
1008599.4283380972,"37.638171,55.779565000000005"
189024.39024390245,"37.704987,55.774781000000004"
563063.0630630631,"37.610548,55.759856000000006"
624925.1780477588,"37.649552,55.757212"
262962.962962963,"37.548411,55.693551"
587412.5874125874,"37.591755,55.743086"
153589.7435897436,"37.766009999999994,55.664751"
473333.3333333333,"37.573079,55.728652000000004"
175925.92592592593,"37.402201,55.812332"
124545.45454545454,"37.91858,55.68733"
364485.9813084112,"37.549021999999994,55.696453000000005"
999881.8958502847,"37.580508,55.742955"
130909.09090909091,"37.710198,55.813475"
252173.91304347827,"37.494473,55.76909499999999"
183514.77449455677,"37.595653000000006,55.881965"
1029191.6666666666,"37.649552,55.757212"
160990.71207430342,"37.587721,55.615451"
133333.33333333334,"37.783967,55.722837"
217692.3076923077,"37.595887,55.825153"
319672.131147541,"37.489562,55.685543"
397715.9090909091,"37.538269,55.740639"
617515.0,"37.571085,55.745909"
469565.2173913043,"37.578109000000005,55.716280000000005"
168421.05263157896,"37.500881,55.823156000000004"
176923.07692307694,"37.759569,55.659414"
336538.46153846156,"37.475935,55.655209"
205596.10705596107,"37.659515,55.83429"
372666.6666666667,"37.47315,55.655163"
535714.2857142857,"37.542186,55.757408999999996"
121859.375,"37.832817999999996,55.781448"
272737.9970326409,"37.606974,55.710075"
590841.9497784342,"37.596498,55.74055799999999"
453333.3333333333,"37.516108,55.702946999999995"
187101.5625,"37.518551,55.760493999999994"
576735.7075471698,"37.4493,55.759618"
494012.0,"37.585556,55.757197"
619354.8387096775,"37.624139,55.775201"
619354.8387096775,"37.624139,55.775201"
175000.0,"37.548159999999996,55.9063"
186170.21276595743,"37.801682,55.79800899999999"
327272.7272727273,"37.541422,55.675301"
138333.33333333334,"37.622486,55.866505000000004"
165384.61538461538,"37.369134,55.843662"
178125.0,"37.47421,55.859064000000004"
205882.35294117648,"37.801978999999996,55.81246899999999"
357142.85714285716,"37.527903,55.723237"
178000.0,"37.656901,55.771601000000004"
198412.69841269843,"37.589096000000005,55.902722"
125581.3953488372,"37.497575,55.5429"
500000.0,"37.612505999999996,55.712152"
1233941.8678414098,"37.584775,55.743193000000005"
957148.25,"37.584775,55.743193000000005"
423200.0,"37.612505999999996,55.712152"
499999.99999999994,"37.612505999999996,55.712152"
237996.0052910053,"37.515173,55.840892000000004"
1006549.4523326572,"37.581514,55.738429000000004"
778068.9013452915,"37.581514,55.738429000000004"
153750.0,"37.755491,55.639517000000005"
354321.17903930135,"37.515173,55.840892000000004"
134545.45454545456,"37.810396000000004,55.673351000000004"
241346.15384615384,"37.5948,55.660922"
177142.85714285713,"37.601861,55.872248"
308765.26785714284,"37.643865999999996,55.73085699999999"
554265.0,"37.627882,55.746663"
160692.2126081582,"37.668974,55.726365"
341791.0447761194,"37.471740000000004,55.652999"
150000.0,"37.433049,55.861281999999996"
198961.937716263,"37.5069,55.803422999999995"
115254.2372881356,"37.381073,55.63803299999999"
86367.6862745098,"37.150548,55.966409"
771893.75,"37.538871,55.747728"
304347.82608695654,"37.636706,55.800438"
267924.5283018868,"37.525504,55.805887"
181818.18181818182,"37.514976000000004,55.802978"
218009.47867298577,"37.487559000000005,55.827670999999995"
149847.09480122323,"37.488242,55.865733"
382165.6050955414,"37.651196,55.75474499999999"
260416.66666666666,"37.478414,55.863631000000005"
147959.18367346938,"37.683428,55.864677"
212672.27722772278,"37.637271999999996,55.801485"
555763.4996102883,"37.646568,55.741431999999996"
418604.6511627907,"37.570186,55.76138100000001"
223738.0627557981,"37.528711,55.640843000000004"
180487.80487804877,"37.682916,55.73874300000001"
188059.7014925373,"37.520204,55.664761"
167105.26315789475,"37.620276000000004,55.660444999999996"
243162.39316239316,"37.767259,55.709789"
406611.5702479339,"37.471740000000004,55.652999"
249991.66666666666,"37.655293,55.763478000000006"
860778.4848484849,"37.397403999999995,55.770582999999995"
157894.73684210525,"37.548249,55.84243299999999"
147368.4105263158,"37.618192,55.642753000000006"
130952.38095238095,"37.413781,55.645426"
221238.93805309734,"37.608041,55.775565"
312500.0,"37.560547,55.674158999999996"
258333.33333333334,"37.523725,55.661765"
253703.7037037037,"37.660090000000004,55.72314599999999"
177777.77777777778,"37.660206,55.865469999999995"
149000.0,"37.673742,55.576473"
186842.1052631579,"37.6107,55.870794"
147826.08695652173,"37.80002,55.720241"
141818.18181818182,"37.513296000000004,55.875203000000006"
651000.0,"37.55469,55.761943"
166666.66666666666,"37.641719,55.709433999999995"
419119.549496147,"37.534397,55.750028"
734567.9012345679,"37.575603,55.726031000000006"
178632.47863247863,"37.752957,55.644887"
150000.0,"37.686006,55.867253000000005"
170931.42272262025,"37.659515,55.83429"
609402.4719101123,"37.55469,55.761943"
142857.14285714287,"37.455058,55.588893000000006"
174242.42424242425,"37.509541,55.629577000000005"
192857.14285714287,"37.759964000000004,55.648748"
139682.53968253967,"37.598473999999996,55.627483"
127952.74226804124,"37.774751,55.670396999999994"
129000.0,"37.774751,55.670396999999994"
127802.55238095239,"37.774751,55.670396999999994"
122664.07665505227,"37.774751,55.670396999999994"
132072.93032786885,"37.774751,55.670396999999994"
999092.6650943396,"37.649552,55.757212"
194444.44444444444,"37.657682,55.678509"
107629.42779291552,"37.939370000000004,55.700966"
156626.5060240964,"37.495446,55.800064"
195652.1739130435,"37.533885,55.679428"
139583.33333333334,"37.746876,55.735530000000004"
139344.26229508198,"37.362433,55.855309999999996"
606837.6068376069,"37.618569,55.722142000000005"
142369.02050113896,"37.586185,55.612272999999995"
184375.0,"37.710225,55.75246"
187319.88472622476,"37.722037,55.8027"
141379.3103448276,"37.71371,55.870713"
145739.91031390135,"37.821166999999996,55.815752"
184523.80952380953,"37.799652,55.744429000000004"
136842.1052631579,"37.818723,55.693901000000004"
352272.7272727273,"37.634883,55.743416"
130985.91549295775,"37.55019,55.906456000000006"
159375.0,"37.658184999999996,55.680533999999994"
279400.0,"37.571943,55.81717"
124444.44444444444,"37.518488,55.862717"
104651.16279069768,"37.311121,55.626262"
155555.55555555556,"37.427946999999996,55.848751"
174418.60465116278,"37.460367,55.795535"
220588.23529411765,"37.533589,55.673143"
380952.38095238095,"37.578109000000005,55.716280000000005"
402163.1302521008,"37.522279,55.797341"
250000.0,"37.690704,55.756705000000004"
250000.0,"37.690704,55.756705000000004"
405953.9918809202,"37.522279,55.797341"
176132.53477588872,"37.635363,55.699585"
176132.53477588872,"37.635363,55.699585"
250000.0,"37.690704,55.756705000000004"
1124613.4105960266,"37.597055,55.747191"
333333.3333333333,"37.611455,55.731774"
254254.00321543406,"37.606974,55.710075"
168831.16883116882,"37.472297,55.634176000000004"
174603.17460317462,"37.536544,55.541387"
156250.0,"37.519908,55.838597"
146666.66666666666,"37.448438,55.672839"
128333.33333333333,"37.619531,55.607209"
128906.25,"37.581945000000005,55.807511"
170212.7659574468,"37.451492,55.673788"
523255.81395348837,"37.605474,55.710736"
850000.0,"37.634362,55.742276000000004"
358620.6896551724,"37.505418,55.714252"
148034.18803418803,"37.763594,55.666990000000006"
502824.8587570622,"37.471740000000004,55.652999"
234482.75862068965,"37.674929999999996,55.76679"
168750.0,"37.664186,55.702870999999995"
375000.0,"37.560574,55.793693000000005"
1140000.0,"37.599561,55.749582"
125000.0,"37.823727000000005,55.776121999999994"
166666.66666666666,"37.607116,55.869232999999994"
163732.3943661972,"37.621157000000004,55.66800500000001"
132666.66666666666,"37.654403,55.83670600000001"
269607.8431372549,"37.417769,55.769955"
398950.0,"37.554214,55.761538"
178571.42857142855,"37.815813,55.750423"
166666.66666666666,"37.816629999999996,55.721529000000004"
132916.66666666666,"37.821445000000004,55.800990000000006"
263888.8888888889,"37.527669,55.68765500000001"
106941.83864915573,"37.647971000000005,55.617739"
157333.33333333334,"37.595707,55.583830000000006"
715427.1428571428,"37.599804,55.76426800000001"
157000.0,"37.493596000000004,55.840573"
156000.0,"37.493596000000004,55.840573"
189000.00000000003,"37.493596000000004,55.840573"
250000.0,"37.582817,55.707451"
171212.12121212122,"37.776340999999995,55.790169999999996"
196581.1965811966,"37.507753,55.755433999999994"
200361.43067846607,"37.637506,55.848133999999995"
207812.5,"37.540605,55.759187"
187804.8780487805,"37.558975,55.811912"
206250.0,"37.774427,55.70368199999999"
293333.3333333333,"37.493183,55.70409300000001"
192307.69230769228,"37.497153000000004,55.797787"
120000.0,"37.519754999999996,55.878091000000005"
201456.31067961163,"37.470473,55.802265000000006"
438007.49811605125,"37.667456,55.764951"
439534.88372093026,"37.598034000000006,55.74880699999999"
139393.9393939394,"37.82591,55.740801"
165789.47368421053,"37.514759999999995,55.818887"
1142005.9582919562,"37.613440000000004,55.738252"
147945.20547945207,"37.550801,55.903014"
2700000.0,"37.608077,55.759972999999995"
500000.0,"37.57687,55.748665"
164348.92541087233,"37.629727,55.805558"
218181.81818181818,"37.573645,55.67339200000001"
191815.8567774936,"37.402983,55.801393999999995"
142727.27272727274,"37.765363,55.663486"
294088.92473118275,"37.570465000000006,55.781509"
173000.0,"37.478414,55.863631000000005"
188501.26923076922,"37.418164000000004,55.722776"
184518.30985915492,"37.418164000000004,55.722776"
182193.5974025974,"37.418164000000004,55.722776"
178870.0,"37.418164000000004,55.722776"
186693.48,"37.418164000000004,55.722776"
104615.38461538461,"37.306899,55.61176"
206000.0,"37.494403999999996,55.84073000000001"
189945.0,"37.657889000000004,55.834376"
225490.19607843139,"37.616288,55.648565000000005"
409843.0203045685,"37.64348,55.731075"
594713.6858475894,"37.573002,55.726762"
589911.7910447761,"37.573002,55.726762"
503204.5484949833,"37.573002,55.726762"
140909.0909090909,"37.76292,55.82849100000001"
144702.84237726097,"37.774337,55.657281000000005"
186250.0,"37.7585,55.654228"
630000.0,"37.653388,55.745351"
393568.57299670693,"37.643865999999996,55.73085699999999"
306666.6666666667,"37.571597,55.76096999999999"
454966.88741721853,"37.552498,55.742042000000005"
185185.1851851852,"37.694639,55.8169"
122119.81566820276,"37.342778,55.594224"
253921.568627451,"37.661796,55.78485"
243567.7530017153,"37.510152000000005,55.626213"
474757.28155339806,"37.566297,55.767241000000006"
146296.2962962963,"37.721418,55.616361"
189189.16216216216,"37.656459999999996,55.62726"
138297.87234042553,"37.836447,55.76264200000001"
525000.0,"37.601609,55.77486700000001"
123437.5,"37.558319,55.881793"
185714.2857142857,"37.634496999999996,55.868056"
253521.12676056338,"37.561077000000004,55.796358999999995"
703603.6036036036,"37.601609,55.77486700000001"
295000.0,"37.633688,55.730086"
609016.393442623,"37.601609,55.77486700000001"
641509.4339622641,"37.601609,55.77486700000001"
200000.0,"37.643588,55.86115600000001"
165103.1894934334,"37.673636,55.702332999999996"
205882.35294117648,"37.7608,55.66281600000001"
134210.52631578947,"37.92759,55.707679000000006"
267782.4267782427,"37.616782,55.741227"
207692.3076923077,"37.582330999999996,55.792933"
159517.42627345846,"37.35089,55.849408"
154078.54984894258,"37.522602,55.6058"
186274.50980392157,"37.566261,55.856836"
500000.0,"37.61371,55.722543"
160655.73770491802,"37.434936,55.824754000000006"
142473.11827956987,"37.470976,55.70643100000001"
538720.5387205387,"37.604214,55.76933199999999"
145124.716553288,"37.794594000000004,55.804869999999994"
156521.73913043478,"37.737794,55.603821999999994"
346666.6666666667,"37.487846999999995,55.821794999999995"
162666.66666666666,"37.595977000000005,55.674001000000004"
165782.49336870026,"37.537353,55.595994"
629629.6296296297,"37.599786,55.774471999999996"
494012.0,"37.46882,55.709306999999995"
259615.38461538462,"37.512577,55.697179000000006"
235107.98948751643,"37.645123999999996,55.811358999999996"
229270.0,"37.645123999999996,55.811358999999996"
368852.45901639346,"37.598546,55.767914000000005"
253000.0,"37.645123999999996,55.811358999999996"
136144.578313253,"37.551590999999995,55.912592000000004"
161511.62790697673,"37.747217,55.664218000000005"
343640.0,"37.770234,55.79421"
111111.11111111111,"37.649436,55.595053"
182330.82706766916,"37.6994,55.613158"
177453.9882697947,"37.635363,55.699585"
148717.94871794872,"37.552157,55.55240799999999"
178125.0,"37.541072,55.63513199999999"
213636.36363636365,"37.78386,55.75413199999999"
144444.44444444444,"37.755464,55.65305"
87522.12389380531,"37.935468,55.703205000000004"
180000.0,"37.640991,55.80426800000001"
1182778.7307692308,"37.613440000000004,55.738252"
274336.2831858407,"37.609063,55.711115"
318840.5797101449,"37.591512,55.753068000000006"
134228.1879194631,"37.755347,55.610645999999996"
203501.0940919037,"37.578029,55.776709999999994"
1013830.5970149253,"37.61786,55.768593"
292452.8301886792,"37.559595,55.889003"
229729.72972972973,"37.650541,55.817087"
173501.57728706626,"37.808743,55.706655000000005"
900000.0,"37.618390000000005,55.732498"
219607.8431372549,"37.621705,55.814315"
152173.91304347827,"37.596866,55.621867"
158950.61728395062,"37.549768,55.60948199999999"
183076.92307692306,"37.455777000000005,55.844314000000004"
196236.55913978492,"37.558122,55.865389"
250400.0,"37.410026,55.761796"
100999.99999999999,"37.937965000000005,55.703309"
