price_per_m,coors
248667.85079928953,"37.683976,55.768127"
211640.21164021167,"37.647109,55.854881000000006"
132530.58823529413,"37.342076,55.628273"
131030.8962264151,"37.342076,55.628273"
167500.0,"37.669001,55.705047"
219024.39024390245,"37.537991,55.67125"
125000.0,"37.864061,55.718157"
336283.18584070797,"37.520410999999996,55.791177000000005"
164444.44444444444,"37.673204999999996,55.860397999999996"
273846.1538461539,"37.729403999999995,55.811685"
214285.7142857143,"37.566243,55.670584999999996"
180555.55555555556,"37.681676,55.709458999999995"
256756.75675675675,"37.563413,55.73054200000001"
165384.61538461538,"37.610915999999996,55.86176700000001"
145161.29032258064,"37.582745,55.561105000000005"
181159.42028985507,"37.793112,55.79284200000001"
228313.2530120482,"37.564446000000004,55.738074"
495003.69003690034,"37.537083,55.749511"
485000.0,"37.537083,55.749511"
352112.676056338,"37.5936,55.7499"
124333.33333333333,"37.356612,55.59928000000001"
449866.74418604653,"37.568713,55.723212"
183673.4693877551,"37.639258,55.709779000000005"
187500.0,"37.622729,55.813272999999995"
185333.33333333334,"37.416233,55.748974"
524887.7507598784,"37.539078,55.747115"
210749.21739130435,"37.635363,55.699585"
442394.9965253648,"37.627882,55.746663"
458673.4693877551,"37.512838,55.704508999999995"
135423.7288135593,"37.427552,55.861034"
137142.85714285713,"37.595428999999996,55.602088"
648484.8484848485,"37.574345,55.726893000000004"
131250.0,"37.895008000000004,55.722756000000004"
219949.39546599495,"37.635363,55.699585"
171052.63157894736,"37.668749,55.638872"
126213.59223300971,"37.470833,55.566949"
96500.0,"37.937965000000005,55.703309"
203846.15384615384,"37.485709,55.780861"
150362.3188405797,"37.591458,55.572365000000005"
174418.6046511628,"37.587299,55.829330000000006"
191250.0,"37.41856,55.85844300000001"
163310.9619686801,"37.509406,55.640528"
369165.902173913,"37.534397,55.750028"
342857.14285714284,"37.551367,55.695824"
82500.0,"37.937965000000005,55.703309"
170131.27413127414,"37.678348,55.861503000000006"
740400.4906937394,"37.615767,55.721503000000006"
662599.3148148148,"37.615767,55.721503000000006"
261842.1052631579,"37.493614,55.84053299999999"
542118.4320266888,"37.605022999999996,55.710809"
180000.0,"37.494403999999996,55.84073000000001"
199000.0,"37.494403999999996,55.84073000000001"
200999.99999999997,"37.494403999999996,55.84073000000001"
135937.5,"37.456216999999995,55.67593000000001"
187000.0,"37.494403999999996,55.84073000000001"
149847.25050916497,"37.376564,55.771168"
149850.59760956175,"37.376564,55.771168"
91000.0,"37.414769,55.618842"
143618.60109289616,"37.704754,55.745594999999994"
213429.2565947242,"37.538395,55.803651"
175925.92592592593,"37.538754,55.67282900000001"
250000.0,"37.678011,55.725412"
177155.02555366268,"37.508706,55.642433"
182692.3076923077,"37.585879999999996,55.85578"
251515.15151515152,"37.559631,55.724292000000005"
97423.01184433165,"37.935468,55.703205000000004"
432260.50228310504,"37.539078,55.747115"
854838.7096774194,"37.590282,55.741774"
172459.89304812835,"37.708275,55.753002"
277978.85931558936,"37.58968,55.708754000000006"
205874.0,"37.600181,55.654701"
141935.48387096773,"37.83783,55.781670999999996"
159375.0,"37.604583,55.681463"
98750.0,"37.342364,55.644845999999994"
199230.76923076922,"37.390909,55.88470600000001"
160344.8275862069,"37.751682,55.638125"
802769.5,"37.585035,55.742215"
771893.746803069,"37.484147,55.824852"
174509.80392156861,"37.506487,55.628241"
107739.52380952382,"37.555508,55.558626000000004"
401887.1088861076,"37.590626,55.743430000000004"
212500.0,"37.532008000000005,55.80822"
180555.55555555556,"37.590686,55.875213"
215384.61538461538,"37.781344,55.798823999999996"
297029.702970297,"37.451519,55.809064"
160875.16087516086,"37.344467,55.845724"
153846.15384615384,"37.827338,55.774775"
270824.56140350876,"37.607475,55.710824"
605863.7735849057,"37.601609,55.77486700000001"
134848.48484848486,"37.569081,55.870178"
188000.0,"37.60452,55.642199"
206741.57303370786,"37.674292,55.735236"
153300.0,"37.724077,55.600699"
193011.6472545757,"37.660090000000004,55.705923999999996"
187335.09234828496,"37.512937,55.62883000000001"
143589.7435897436,"37.826574,55.780041000000004"
157142.85714285713,"37.515209000000006,55.848852"
200000.0,"37.599831,55.596437"
573406.7857142857,"37.605688,55.77554"
233333.33333333334,"37.389418,55.798469999999995"
412820.22222222225,"37.413224,55.80445"
242574.25742574257,"37.679897,55.751867000000004"
359712.23021582735,"37.528927,55.72594399999999"
244230.76923076922,"37.593426,55.661912"
169387.75510204083,"37.702813,55.744308"
168888.88888888888,"37.718229,55.604524"
169230.76923076922,"37.662622999999996,55.679976"
400381.679389313,"37.517464000000004,55.664283999999995"
260256.41025641025,"37.558634000000005,55.766709"
173571.42857142858,"37.585089,55.657951000000004"
280701.7543859649,"37.531253,55.672284999999995"
213725.49019607843,"37.65169,55.866253"
241238.09523809524,"37.607475,55.710824"
140432.0987654321,"37.789491999999996,55.764768999999994"
154545.45454545456,"37.426393,55.65339"
466666.6666666667,"37.61371,55.722543"
83333.33333333333,"37.393083000000004,55.518489"
203846.15384615384,"37.583805,55.82043"
241379.3103448276,"37.675298,55.677645999999996"
124525.00570125427,"37.67131,55.579811"
702479.3388429752,"37.57687,55.7249"
446428.5714285714,"37.591943,55.709637"
123913.04347826086,"37.732071999999995,55.618542000000005"
452037.1241830065,"37.678540999999996,55.788424"
201666.66666666666,"37.819998999999996,55.748392"
241747.572815534,"37.659191,55.64504399999999"
132205.88235294117,"37.548806,55.605704"
136764.70588235295,"37.726411999999996,55.793282999999995"
168656.71641791044,"37.831371000000004,55.767874"
153276.955602537,"37.534119,55.5356"
221428.57142857142,"37.50884,55.756386"
471056.4516129032,"37.618569,55.722142000000005"
172185.43046357617,"37.663701,55.88401999999999"
250943.3962264151,"37.510439,55.66121700000001"
491205.11363636365,"37.510439,55.66121700000001"
344086.0215053763,"37.510439,55.66121700000001"
363636.36363636365,"37.552957,55.690314"
190414.5077720207,"37.493334999999995,55.862803"
355371.9008264463,"37.527903,55.723237"
134643.56435643564,"37.55867,55.892163000000004"
136363.63636363635,"37.810324,55.824501"
151815.1815181518,"37.834129,55.751913"
303921.56862745096,"37.523509999999995,55.734628"
168593.75,"37.578720000000004,55.565442000000004"
189620.25316455695,"37.523627000000005,55.72306999999999"
215151.51515151514,"37.411921,55.857437"
193939.39393939395,"37.408696,55.85674"
137758.62068965516,"37.767753000000006,55.642387"
138461.53846153847,"37.824113,55.829254000000006"
294000.0,"37.567051,55.766116000000004"
414285.71428571426,"37.562667,55.674006000000006"
225757.57575757575,"37.605742,55.712812"
157547.16981132075,"37.468901,55.866788"
586639.2513661202,"37.539078,55.747115"
296551.724137931,"37.664211,55.751928"
153846.15384615384,"37.512091999999996,55.849701"
145000.0,"37.730203,55.650099"
150476.19047619047,"37.605077,55.860989000000004"
155263.15789473685,"37.857378000000004,55.688035"
166037.7358490566,"37.644549,55.870369999999994"
676806.0836501902,"37.61309,55.722162"
173846.15384615384,"37.668273,55.890542"
177778.88888888888,"37.789187,55.789664"
191860.46511627908,"37.757259999999995,55.822837"
240384.61538461538,"37.426977,55.721949"
170689.6551724138,"37.71521,55.804127"
241538.46153846153,"37.50045,55.646939"
251319.4504643963,"37.58968,55.708754000000006"
300262.0087336245,"37.58968,55.708754000000006"
128205.1282051282,"37.773223,55.676803"
196721.31147540984,"37.772128,55.658632"
156521.73913043478,"37.357124,55.835953"
343243.24324324325,"37.59657,55.753285999999996"
106241.69986719788,"37.74525,55.683853000000006"
212937.54583921013,"37.611518,55.67221899999999"
149535.23809523808,"37.774751,55.670396999999994"
301020.4081632653,"37.547144,55.758072999999996"
469465.64885496185,"37.455328,55.735778"
228832.95194508007,"37.553217,55.790388"
481481.48148148146,"37.603074,55.76079300000001"
144736.84210526315,"37.595932,55.598502"
130000.0,"37.572603,55.578528000000006"
319047.61904761905,"37.545294,55.806241"
146938.77551020408,"37.371982,55.846107999999994"
141860.46511627908,"37.517877,55.850439"
242300.0,"37.56195,55.785431"
138181.81818181818,"37.591881,55.88396899999999"
191780.8219178082,"37.653783000000004,55.808867000000006"
127906.97674418605,"37.405974,55.712127"
342857.14285714284,"37.535233000000005,55.779757"
440359.7074468085,"37.598232,55.782906000000004"
163000.0,"37.648631,55.700816"
139473.68421052632,"37.341179,55.646878"
535000.0,"37.65214,55.764425"
163000.0,"37.648631,55.700816"
127350.42735042734,"37.412631,55.839496999999994"
186486.48648648648,"37.452696,55.67655"
169774.94327390598,"37.739990999999996,55.729383999999996"
95966.17801047121,"37.417318,55.633345"
135526.31578947368,"37.742627,55.670696"
181250.0,"37.612874,55.64745799999999"
437441.55844155845,"37.575276,55.726741000000004"
154876.9890795632,"37.739990999999996,55.729383999999996"
110414.05269761606,"37.339884999999995,55.644521"
176388.88888888888,"37.655499,55.681443"
130232.55813953489,"37.649103000000004,55.593502"
175409.83606557376,"37.728065,55.792320999999994"
139285.7142857143,"37.433624,55.848579"
266438.3561643836,"37.657808,55.763031999999995"
148727.9843444227,"37.809614,55.720307"
57471.26436781609,"37.314813,55.492212"
161333.33333333334,"37.817384999999994,55.757141000000004"
672125.1700680272,"37.594260999999996,55.763123"
309148.5576923077,"37.58968,55.708754000000006"
221078.431372549,"37.663081,55.835795999999995"
367920.0,"37.54595,55.774664"
368888.8888888889,"37.475935,55.655209"
299949.4097807757,"37.58968,55.708754000000006"
150485.43689320388,"37.409594,55.65869300000001"
144999.975,"37.709784,55.88424200000001"
1064681.0344827587,"37.613440000000004,55.738252"
1064681.0344827587,"37.613440000000004,55.738252"
132621.9512195122,"37.674606,55.862171"
325000.0,"37.656065000000005,55.753965"
858435.3379457158,"37.570551,55.729682"
285714.28571428574,"37.509397,55.661379000000004"
304789.55007256893,"37.509397,55.661379000000004"
1018899.7524071527,"37.64622,55.742042000000005"
256637.16814159293,"37.580014,55.681833"
325203.25203252037,"37.509397,55.661379000000004"
952803.5737077218,"37.572359999999996,55.724059"
1249872.2327640734,"37.603809999999996,55.739017000000004"
100000.0,"37.539041999999995,55.504206"
321100.91743119265,"37.488062,55.645192"
85121.9512195122,"37.264184,55.619528"
155492.15406562056,"37.541988,55.616564000000004"
150000.0,"37.594513,55.651227"
139583.33333333334,"37.497539,55.857705"
250000.0,"37.786213000000004,55.749354000000004"
205882.35294117648,"37.494512,55.774411"
159375.0,"37.574435,55.667396"
172839.5061728395,"37.562883,55.6863"
194444.44444444444,"37.510853000000004,55.78439"
438666.6666666667,"37.499318,55.805649"
118367.3469387755,"37.757593,55.821487"
150000.0,"37.530831,55.607845"
316831.68316831684,"37.545294,55.806241"
214102.5641025641,"37.573923,55.804562"
168181.81818181818,"37.59763,55.602895999999994"
149122.80701754385,"37.717618,55.603003"
223214.2857142857,"37.427615,55.735003000000006"
181250.0,"37.619683,55.699943000000005"
864520.9994353473,"37.646848,55.74153100000001"
741017.99501868,"37.646848,55.74153100000001"
196606.7864271457,"37.545662,55.667818000000004"
555763.5008375209,"37.646848,55.74153100000001"
169863.01369863015,"37.827545,55.776375"
555763.5,"37.646848,55.74153100000001"
617515.0,"37.646848,55.74153100000001"
150862.06896551725,"37.501806,55.870693"
311764.70588235295,"37.470842,55.769043"
760000.0,"37.636617,55.784238"
586639.2496392496,"37.646848,55.74153100000001"
586639.2465753425,"37.646848,55.74153100000001"
204545.45454545456,"37.519943,55.67724499999999"
295000.0,"37.582682,55.75461800000001"
187500.0,"37.488609999999994,55.791146999999995"
174170.61611374406,"37.561535,55.545564"
222222.22222222222,"37.638818,55.784535999999996"
142666.66666666666,"37.754484999999995,55.664888"
356321.8390804598,"37.561877,55.689485999999995"
142424.24242424243,"37.65249,55.622496999999996"
246672.62315270936,"37.636094,55.698595"
170512.8205128205,"37.504987,55.859281"
620689.6551724138,"37.508005,55.715728000000006"
173863.63636363635,"37.538476,55.635416000000006"
253846.15384615384,"37.516,55.661836"
184705.88235294117,"37.756828999999996,55.713156999999995"
222873.9002932551,"37.636392,55.853035999999996"
348432.0557491289,"37.509397,55.661379000000004"
304347.82608695654,"37.509397,55.661379000000004"
823353.3333333334,"37.621596999999994,55.77490699999999"
204370.17994858613,"37.472324,55.868632"
466258.50340136053,"37.617292,55.722905000000004"
195714.2857142857,"37.618686,55.660617"
252727.27272727274,"37.613781,55.77519100000001"
255813.9534883721,"37.664211,55.751928"
261999.99999999997,"37.542231,55.78621700000001"
175000.0,"37.61247,55.659779"
172222.22222222222,"37.741935,55.615629000000006"
127735.84905660378,"37.342877,55.602118000000004"
145299.1452991453,"37.757593,55.821487"
147435.89743589744,"37.748601,55.634237"
864521.0,"37.623483,55.768025"
131730.76923076922,"37.812534,55.712557999999994"
269636.57678780775,"37.538269,55.740639"
220000.0,"37.470831,55.774451"
210000.0,"37.4958,55.835565"
192721.98992443323,"37.429778999999996,55.820896999999995"
121000.0,"37.936196,55.701841"
135000.0,"37.570105,55.863772999999995"
407792.92452830187,"37.467805,55.828419999999994"
200000.0,"37.657844,55.647798"
121000.0,"37.936196,55.701841"
1266697.435897436,"37.596534000000005,55.763503"
117256.63716814159,"37.73659,55.721904"
174685.004599816,"37.60452,55.642199"
129885.05747126437,"37.854225,55.682864"
174685.0,"37.60452,55.642199"
155000.0,"37.444099,55.860388"
257500.0,"37.564482,55.726811"
287794.1176470588,"37.509397,55.661379000000004"
381578.94736842107,"37.611455,55.731774"
228571.42857142858,"37.54241,55.681996"
213924.05063291139,"37.546093,55.80299300000001"
130952.38095238095,"37.681585999999996,55.878415000000004"
347025.4957507082,"37.563853,55.744389"
167045.45454545456,"37.484388,55.736731000000006"
101351.35135135136,"37.346075,55.946259999999995"
126323.5294117647,"37.830104999999996,55.765021999999995"
130350.19455252918,"37.921499,55.698903"
178875.63884156727,"37.619827,55.698173"
135416.66666666666,"37.682862,55.878797999999996"
155737.70491803277,"37.687622999999995,55.867940000000004"
154545.45454545456,"37.725406,55.675636"
253731.3432835821,"37.787803000000004,55.79256899999999"
280269.0582959641,"37.488062,55.645192"
482758.6206896552,"37.53552,55.750403000000006"
182421.2271973466,"37.442741999999996,55.731967000000004"
98200.0,"37.414769,55.618842"
157608.69565217392,"37.455049,55.793682"
390220.0,"37.598232,55.782906000000004"
600000.0,"37.65214,55.764425"
166666.66666666666,"37.597288,55.675509"
222222.22222222222,"37.459235,55.672575"
134285.7142857143,"37.781039,55.719956999999994"
160833.33333333334,"37.514724,55.638734"
205882.35294117648,"37.484137,55.642164"
296207.14285714284,"37.615767,55.721503000000006"
125000.0,"37.651546999999994,55.587382"
555763.5027027027,"37.539078,55.747115"
254691.68900804291,"37.568012,55.668051"
186944.44444444444,"37.751071,55.711695999999996"
195000.0,"37.568821,55.568777000000004"
185823.75478927203,"37.565416,55.861321999999994"
620155.0387596899,"37.579115,55.741409"
206000.0,"37.461688,55.783924"
190277.77777777778,"37.409702,55.736948999999996"
259615.38461538462,"37.670277,55.742027"
477777.77777777775,"37.601852,55.769518999999995"
582278.4810126582,"37.520671,55.798480000000005"
608079.0,"37.578855,55.751974"
141111.11111111112,"37.478962,55.708034"
177777.77777777778,"37.5736,55.648692000000004"
925012.2653061225,"37.583696999999994,55.723698999999996"
712517.3076923077,"37.571013,55.734973"
308571.4285714286,"37.550774,55.757977000000004"
1852545.0,"37.599319,55.763493000000004"
304789.55007256893,"37.509397,55.661379000000004"
144067.7966101695,"37.707476,55.810511"
176595.74468085106,"37.719989,55.755246"
163157.8947368421,"37.417643,55.720672"
488721.80451127817,"37.506406,55.799117"
175925.92592592593,"37.558526,55.872097"
